freelancer_id,preference
freelancer_1368,"Battle Royal, FPS, Aksi/Petualangan"
freelancer_1369,Strategi
freelancer_1370,Battle Royal
freelancer_1371,"MOBA, Aksi/Petualangan, Battle Royal"
freelancer_1372,"MOBA, FPS, Strategi"
freelancer_1373,"RPG, Battle Royal, Strategi"
freelancer_1374,"Battle Royal, RPG"
freelancer_1375,"Aksi/Petualangan, Battle Royal, MOBA"
freelancer_1376,Aksi/Petualangan
freelancer_1377,Strategi
freelancer_1378,"FPS, MOBA"
freelancer_1379,"Aksi/Petualangan, Strategi, FPS"
freelancer_1380,"RPG, Strategi"
freelancer_1381,Aksi/Petualangan
freelancer_1382,"MOBA, RPG, FPS"
freelancer_1383,"Strategi, Battle Royal"
freelancer_1384,Battle Royal
freelancer_1385,"Aksi/Petualangan, RPG"
freelancer_1386,"Aksi/Petualangan, Strategi"
freelancer_1387,"Strategi, RPG"
freelancer_1388,"RPG, Strategi, Aksi/Petualangan"
freelancer_1389,Aksi/Petualangan
freelancer_1390,"RPG, FPS, Aksi/Petualangan"
freelancer_1391,"Aksi/Petualangan, MOBA, Strategi"
freelancer_1392,"FPS, Aksi/Petualangan, RPG"
freelancer_1393,"Aksi/Petualangan, Strategi"
freelancer_1394,"Battle Royal, Strategi, Aksi/Petualangan"
freelancer_1395,Aksi/Petualangan
freelancer_1396,MOBA
freelancer_1397,"Strategi, MOBA, Battle Royal"
freelancer_1398,FPS
freelancer_1399,Battle Royal
freelancer_1400,"Aksi/Petualangan, Battle Royal"
freelancer_1401,RPG
freelancer_1402,"RPG, FPS, Battle Royal"
freelancer_1403,Aksi/Petualangan
freelancer_1404,"MOBA, FPS, Aksi/Petualangan"
freelancer_1405,"RPG, Strategi, Battle Royal"
freelancer_1406,"FPS, MOBA, Battle Royal"
freelancer_1407,MOBA
freelancer_1408,"Strategi, FPS"
freelancer_1409,"Strategi, Battle Royal, RPG"
freelancer_1410,RPG
freelancer_1411,"Aksi/Petualangan, MOBA, Strategi"
freelancer_1412,"RPG, MOBA"
freelancer_1413,"Strategi, Aksi/Petualangan, RPG"
freelancer_1414,"Battle Royal, Strategi, FPS"
freelancer_1415,Battle Royal
freelancer_1416,"Aksi/Petualangan, FPS, RPG"
freelancer_1417,"Strategi, Battle Royal, Aksi/Petualangan"
freelancer_1418,"RPG, Aksi/Petualangan"
freelancer_1419,Strategi
freelancer_1420,RPG
freelancer_1421,Battle Royal
freelancer_1422,"Aksi/Petualangan, Strategi, Battle Royal"
freelancer_1423,"MOBA, RPG"
freelancer_1424,"FPS, MOBA"
freelancer_1425,"RPG, Strategi, MOBA"
freelancer_1426,"Battle Royal, Strategi, RPG"
freelancer_1427,Strategi
freelancer_1428,"MOBA, Strategi"
freelancer_1429,Aksi/Petualangan
freelancer_1430,"Aksi/Petualangan, RPG, FPS"
freelancer_1431,MOBA
freelancer_1432,"Battle Royal, Aksi/Petualangan, MOBA"
freelancer_1433,"Strategi, Battle Royal, FPS"
freelancer_1434,"Strategi, MOBA, Aksi/Petualangan"
freelancer_1435,"MOBA, Aksi/Petualangan"
freelancer_1436,"Aksi/Petualangan, Battle Royal"
freelancer_1437,MOBA
freelancer_1438,Battle Royal
freelancer_1439,FPS
freelancer_1440,"MOBA, Strategi"
freelancer_1441,"FPS, Strategi"
freelancer_1442,"Aksi/Petualangan, MOBA"
freelancer_1443,"Strategi, FPS"
freelancer_1444,RPG
freelancer_1445,"Strategi, MOBA"
freelancer_1446,"Aksi/Petualangan, RPG"
freelancer_1447,"Aksi/Petualangan, Battle Royal"
freelancer_1448,"Aksi/Petualangan, Strategi, RPG"
freelancer_1449,RPG
freelancer_1450,Battle Royal
freelancer_1451,MOBA
freelancer_1452,"MOBA, Battle Royal"
freelancer_1453,"RPG, Strategi"
freelancer_1454,"Aksi/Petualangan, RPG, FPS"
freelancer_1455,MOBA
freelancer_1456,"Aksi/Petualangan, RPG"
freelancer_1457,"Battle Royal, RPG, FPS"
freelancer_1458,Aksi/Petualangan
freelancer_1459,"Aksi/Petualangan, RPG, Strategi"
freelancer_1460,"Battle Royal, MOBA, RPG"
freelancer_1461,RPG
freelancer_1462,Strategi
freelancer_1463,FPS
freelancer_1464,"Strategi, RPG, MOBA"
freelancer_1465,"MOBA, RPG"
freelancer_1466,RPG
freelancer_1467,"Battle Royal, RPG, MOBA"
freelancer_1468,"MOBA, Aksi/Petualangan, FPS"
freelancer_1469,FPS
freelancer_1470,RPG
freelancer_1471,MOBA
freelancer_1472,"MOBA, Strategi, Aksi/Petualangan"
freelancer_1473,"Battle Royal, MOBA, FPS"
freelancer_1474,Strategi
freelancer_1475,"Aksi/Petualangan, MOBA"
freelancer_1476,"Battle Royal, MOBA, FPS"
freelancer_1477,MOBA
freelancer_1478,"Aksi/Petualangan, FPS"
freelancer_1479,"Strategi, MOBA, Battle Royal"
freelancer_1480,RPG
freelancer_1481,RPG
freelancer_1482,"RPG, Battle Royal"
freelancer_1483,"MOBA, FPS, Battle Royal"
freelancer_1484,MOBA
freelancer_1485,RPG
freelancer_1486,"MOBA, Battle Royal"
freelancer_1487,"MOBA, RPG, Aksi/Petualangan"
freelancer_1488,RPG
freelancer_1489,"RPG, Strategi"
freelancer_1490,"RPG, Battle Royal"
freelancer_1491,"MOBA, Aksi/Petualangan"
freelancer_1492,"RPG, MOBA, Strategi"
freelancer_1493,RPG
freelancer_1494,"FPS, MOBA, Strategi"
freelancer_1495,FPS
freelancer_1496,"RPG, Aksi/Petualangan"
freelancer_1497,"Battle Royal, RPG"
freelancer_1498,"FPS, RPG, Aksi/Petualangan"
freelancer_1499,Strategi
freelancer_1500,"Strategi, RPG"
freelancer_1501,FPS
freelancer_1502,FPS
freelancer_1503,"RPG, Strategi, Aksi/Petualangan"
freelancer_1504,"Battle Royal, RPG, Strategi"
freelancer_1505,Aksi/Petualangan
freelancer_1506,"MOBA, Strategi"
freelancer_1507,"Strategi, Aksi/Petualangan"
freelancer_1508,FPS
freelancer_1509,"Battle Royal, Aksi/Petualangan, Strategi"
freelancer_1510,Battle Royal
freelancer_1511,"FPS, Strategi, Aksi/Petualangan"
freelancer_1512,"Strategi, Aksi/Petualangan"
freelancer_1513,"MOBA, Strategi, Battle Royal"
freelancer_1514,"RPG, Aksi/Petualangan"
freelancer_1515,"Battle Royal, Strategi"
freelancer_1516,"FPS, MOBA, Aksi/Petualangan"
freelancer_1517,"Aksi/Petualangan, MOBA, RPG"
freelancer_1518,"Strategi, Battle Royal"
freelancer_1519,"Strategi, Aksi/Petualangan"
freelancer_1520,RPG
freelancer_1521,"Aksi/Petualangan, FPS"
freelancer_1522,"FPS, Battle Royal"
freelancer_1523,"FPS, Aksi/Petualangan"
freelancer_1524,Aksi/Petualangan
freelancer_1525,Battle Royal
freelancer_1526,"Battle Royal, RPG, MOBA"
freelancer_1527,"Strategi, FPS, Battle Royal"
freelancer_1528,"RPG, Aksi/Petualangan, Battle Royal"
freelancer_1529,"RPG, FPS"
freelancer_1530,Battle Royal
freelancer_1531,"RPG, Strategi"
freelancer_1532,"MOBA, RPG, Battle Royal"
freelancer_1533,"MOBA, Battle Royal, Aksi/Petualangan"
freelancer_1534,"MOBA, Aksi/Petualangan"
freelancer_1535,"Strategi, FPS"
freelancer_1536,RPG
freelancer_1537,"RPG, FPS, MOBA"
freelancer_1538,"MOBA, FPS, Battle Royal"
freelancer_1539,Strategi
freelancer_1540,"Battle Royal, FPS"
freelancer_1541,RPG
freelancer_1542,Aksi/Petualangan
freelancer_1543,FPS
freelancer_1544,MOBA
freelancer_1545,MOBA
freelancer_1546,"FPS, MOBA, Battle Royal"
freelancer_1547,MOBA
freelancer_1548,"FPS, RPG"
freelancer_1549,"Strategi, Battle Royal, Aksi/Petualangan"
freelancer_1550,Battle Royal
freelancer_1551,RPG
freelancer_1552,"MOBA, Aksi/Petualangan, Strategi"
freelancer_1553,Battle Royal
freelancer_1554,"MOBA, Battle Royal, Strategi"
freelancer_1555,"FPS, MOBA, Battle Royal"
freelancer_1556,"Battle Royal, FPS"
freelancer_1557,MOBA
freelancer_1558,MOBA
freelancer_1559,Battle Royal
freelancer_1560,"MOBA, Battle Royal"
freelancer_1561,"MOBA, Aksi/Petualangan, Battle Royal"
freelancer_1562,"MOBA, Strategi, Battle Royal"
freelancer_1563,Aksi/Petualangan
freelancer_1564,"MOBA, Aksi/Petualangan, FPS"
freelancer_1565,MOBA
freelancer_1566,"Strategi, RPG, Aksi/Petualangan"
freelancer_1567,MOBA
freelancer_1568,"Battle Royal, RPG"
freelancer_1569,"RPG, MOBA, Aksi/Petualangan"
freelancer_1570,"Strategi, Battle Royal, FPS"
freelancer_1571,FPS
freelancer_1572,"FPS, Strategi, RPG"
freelancer_1573,Strategi
freelancer_1574,"FPS, Battle Royal"
freelancer_1575,"MOBA, Battle Royal"
freelancer_1576,"MOBA, RPG, FPS"
freelancer_1577,RPG
freelancer_1578,"Strategi, Battle Royal"
freelancer_1579,"Strategi, MOBA"
freelancer_1580,MOBA
freelancer_1581,"Strategi, FPS, Aksi/Petualangan"
freelancer_1582,"RPG, Aksi/Petualangan"
freelancer_1583,Aksi/Petualangan
freelancer_1584,"MOBA, FPS"
freelancer_1585,"Strategi, FPS, MOBA"
freelancer_1586,"Battle Royal, Strategi"
freelancer_1587,"MOBA, RPG"
freelancer_1588,"Battle Royal, FPS"
freelancer_1589,RPG
freelancer_1590,"RPG, Battle Royal"
freelancer_1591,"Aksi/Petualangan, RPG"
freelancer_1592,"Battle Royal, RPG, Aksi/Petualangan"
freelancer_1593,Strategi
freelancer_1594,"Aksi/Petualangan, RPG, FPS"
freelancer_1595,"RPG, Strategi, MOBA"
freelancer_1596,"RPG, MOBA"
freelancer_1597,"Strategi, MOBA, FPS"
freelancer_1598,FPS
freelancer_1599,"RPG, Strategi, MOBA"
freelancer_1600,"Battle Royal, MOBA"
freelancer_1601,MOBA
freelancer_1602,"Battle Royal, FPS, Aksi/Petualangan"
freelancer_1603,"RPG, Strategi, Aksi/Petualangan"
freelancer_1604,Strategi
freelancer_1605,"Strategi, Battle Royal"
freelancer_1606,"FPS, Strategi, Aksi/Petualangan"
freelancer_1607,"Aksi/Petualangan, Battle Royal"
freelancer_1608,"Battle Royal, RPG"
freelancer_1609,"MOBA, RPG"
freelancer_1610,FPS
freelancer_1611,"MOBA, Strategi"
freelancer_1612,FPS
freelancer_1613,RPG
freelancer_1614,Strategi
freelancer_1615,"RPG, FPS, Battle Royal"
freelancer_1616,"MOBA, Strategi"
freelancer_1617,"FPS, Battle Royal, RPG"
freelancer_1618,"RPG, MOBA, Aksi/Petualangan"
freelancer_1619,"FPS, Aksi/Petualangan, RPG"
freelancer_1620,Battle Royal
freelancer_1621,"Strategi, RPG, Aksi/Petualangan"
freelancer_1622,"FPS, Strategi"
freelancer_1623,"Strategi, MOBA"
freelancer_1624,Strategi
freelancer_1625,"Strategi, FPS, MOBA"
freelancer_1626,Battle Royal
freelancer_1627,"Battle Royal, FPS"
freelancer_1628,FPS
freelancer_1629,Aksi/Petualangan
freelancer_1630,"Battle Royal, FPS"
freelancer_1631,Battle Royal
freelancer_1632,Aksi/Petualangan
freelancer_1633,"MOBA, Strategi"
freelancer_1634,"Battle Royal, Aksi/Petualangan, RPG"
freelancer_1635,"RPG, Aksi/Petualangan, Strategi"
freelancer_1636,FPS
freelancer_1637,"MOBA, Strategi, FPS"
freelancer_1638,Battle Royal
freelancer_1639,"FPS, RPG, Aksi/Petualangan"
freelancer_1640,RPG
freelancer_1641,"RPG, Strategi, Aksi/Petualangan"
freelancer_1642,"MOBA, Aksi/Petualangan, FPS"
freelancer_1643,MOBA
freelancer_1644,"RPG, MOBA"
freelancer_1645,"FPS, MOBA, Battle Royal"
freelancer_1646,"Strategi, Battle Royal, RPG"
freelancer_1647,RPG
freelancer_1648,"FPS, Aksi/Petualangan, RPG"
freelancer_1649,"MOBA, Strategi, RPG"
freelancer_1650,"RPG, Battle Royal"
freelancer_1651,RPG
freelancer_1652,RPG
freelancer_1653,"RPG, Battle Royal"
freelancer_1654,Battle Royal
freelancer_1655,Aksi/Petualangan
freelancer_1656,Strategi
freelancer_1657,"Strategi, MOBA, RPG"
freelancer_1658,"Aksi/Petualangan, MOBA, Strategi"
freelancer_1659,"Strategi, RPG"
freelancer_1660,"FPS, RPG"
freelancer_1661,"Strategi, FPS"
freelancer_1662,"MOBA, Strategi, Aksi/Petualangan"
freelancer_1663,Strategi
freelancer_1664,FPS
freelancer_1665,"MOBA, RPG"
freelancer_1666,MOBA
freelancer_1667,Aksi/Petualangan
freelancer_1668,"RPG, MOBA, Battle Royal"
freelancer_1669,RPG
freelancer_1670,"Battle Royal, Strategi, FPS"
freelancer_1671,"Battle Royal, MOBA, Strategi"
freelancer_1672,"Battle Royal, RPG"
freelancer_1673,"FPS, Battle Royal, Strategi"
freelancer_1674,"Aksi/Petualangan, RPG"
freelancer_1675,"FPS, Strategi, MOBA"
freelancer_1676,"Aksi/Petualangan, Strategi, Battle Royal"
freelancer_1677,"RPG, MOBA, FPS"
freelancer_1678,"FPS, Aksi/Petualangan"
freelancer_1679,"Strategi, RPG, MOBA"
freelancer_1680,"Strategi, Aksi/Petualangan, Battle Royal"
freelancer_1681,"Battle Royal, FPS, Strategi"
freelancer_1682,"Battle Royal, MOBA, Aksi/Petualangan"
freelancer_1683,Battle Royal
freelancer_1684,"MOBA, RPG"
freelancer_1685,FPS
freelancer_1686,"Strategi, FPS"
freelancer_1687,"Battle Royal, RPG, FPS"
freelancer_1688,Aksi/Petualangan
freelancer_1689,Aksi/Petualangan
freelancer_1690,"Strategi, RPG"
freelancer_1691,RPG
freelancer_1692,"MOBA, RPG"
freelancer_1693,Aksi/Petualangan
freelancer_1694,RPG
freelancer_1695,"Battle Royal, FPS, MOBA"
freelancer_1696,Battle Royal
freelancer_1697,"Battle Royal, FPS"
freelancer_1698,"Aksi/Petualangan, Battle Royal, Strategi"
freelancer_1699,"FPS, RPG, Aksi/Petualangan"
freelancer_1700,"FPS, Strategi, Aksi/Petualangan"
freelancer_1701,"FPS, Battle Royal"
freelancer_1702,RPG
freelancer_1703,"Battle Royal, MOBA"
freelancer_1704,Strategi
freelancer_1705,"RPG, Aksi/Petualangan, MOBA"
freelancer_1706,"Aksi/Petualangan, MOBA, Strategi"
freelancer_1707,Aksi/Petualangan
freelancer_1708,"Strategi, Aksi/Petualangan"
freelancer_1709,RPG
freelancer_1710,"RPG, Battle Royal, Aksi/Petualangan"
freelancer_1711,FPS
freelancer_1712,"Strategi, Battle Royal"
freelancer_1713,"FPS, RPG, Battle Royal"
freelancer_1714,"Battle Royal, FPS"
freelancer_1715,"MOBA, FPS"
freelancer_1716,MOBA
freelancer_1717,FPS
freelancer_1718,Strategi
freelancer_1719,"FPS, RPG, MOBA"
freelancer_1720,RPG
freelancer_1721,"MOBA, Battle Royal, Strategi"
freelancer_1722,FPS
freelancer_1723,"RPG, Battle Royal"
freelancer_1724,"Strategi, Battle Royal"
freelancer_1725,"Battle Royal, RPG, MOBA"
freelancer_1726,Strategi
freelancer_1727,MOBA
freelancer_1728,Aksi/Petualangan
freelancer_1729,"RPG, FPS, Aksi/Petualangan"
freelancer_1730,"RPG, Aksi/Petualangan, Strategi"
freelancer_1731,"Battle Royal, FPS"
freelancer_1732,Strategi
freelancer_1733,"MOBA, Strategi"
freelancer_1734,"Battle Royal, FPS, Strategi"
freelancer_1735,Aksi/Petualangan
freelancer_1736,"Battle Royal, MOBA, Aksi/Petualangan"
freelancer_1737,"MOBA, FPS, Battle Royal"
freelancer_1738,"RPG, MOBA"
freelancer_1739,"Battle Royal, Aksi/Petualangan, RPG"
freelancer_1740,"MOBA, Battle Royal"
freelancer_1741,RPG
freelancer_1742,Battle Royal
freelancer_1743,Strategi
freelancer_1744,MOBA
freelancer_1745,"MOBA, Strategi"
freelancer_1746,"FPS, RPG, Battle Royal"
freelancer_1747,RPG
freelancer_1748,"Battle Royal, Aksi/Petualangan"
freelancer_1749,"Aksi/Petualangan, FPS, Battle Royal"
freelancer_1750,"FPS, Battle Royal"
freelancer_1751,"MOBA, FPS"
freelancer_1752,Battle Royal
freelancer_1753,Strategi
freelancer_1754,"Battle Royal, RPG"
freelancer_1755,Strategi
freelancer_1756,"Battle Royal, FPS, RPG"
freelancer_1757,MOBA
freelancer_1758,Aksi/Petualangan
freelancer_1759,"RPG, MOBA, Aksi/Petualangan"
freelancer_1760,MOBA
freelancer_1761,"Strategi, FPS"
freelancer_1762,Battle Royal
freelancer_1763,Strategi
freelancer_1764,"Strategi, Battle Royal, RPG"
freelancer_1765,MOBA
freelancer_1766,"Aksi/Petualangan, Battle Royal"
freelancer_1767,"Strategi, FPS, RPG"
freelancer_1768,"MOBA, Battle Royal"
freelancer_1769,Aksi/Petualangan
freelancer_1770,"RPG, Aksi/Petualangan, Strategi"
freelancer_1771,Strategi
freelancer_1772,"Aksi/Petualangan, FPS"
freelancer_1773,"Battle Royal, Aksi/Petualangan, MOBA"
freelancer_1774,"Battle Royal, RPG, MOBA"
freelancer_1775,"FPS, Strategi, MOBA"
freelancer_1776,"MOBA, Strategi"
freelancer_1777,"Aksi/Petualangan, RPG, MOBA"
freelancer_1778,"Strategi, RPG"
freelancer_1779,RPG
freelancer_1780,"Strategi, RPG"
freelancer_1781,"Strategi, MOBA"
freelancer_1782,"MOBA, Strategi, Battle Royal"
freelancer_1783,"RPG, FPS"
freelancer_1784,"MOBA, FPS, Battle Royal"
freelancer_1785,FPS
freelancer_1786,"Aksi/Petualangan, RPG, Strategi"
freelancer_1787,RPG
freelancer_1788,"FPS, RPG, Strategi"
freelancer_1789,"Aksi/Petualangan, FPS, RPG"
freelancer_1790,"MOBA, RPG, Strategi"
freelancer_1791,Strategi
freelancer_1792,"Aksi/Petualangan, FPS, Battle Royal"
freelancer_1793,"Aksi/Petualangan, Strategi"
freelancer_1794,Battle Royal
freelancer_1795,"MOBA, Battle Royal"
freelancer_1796,"FPS, Aksi/Petualangan, RPG"
freelancer_1797,"Aksi/Petualangan, FPS, Strategi"
freelancer_1798,"MOBA, FPS"
freelancer_1799,"Aksi/Petualangan, Strategi"
freelancer_1800,MOBA
freelancer_1801,"MOBA, Strategi"
freelancer_1802,"Strategi, Battle Royal, MOBA"
freelancer_1803,"Battle Royal, MOBA, Strategi"
freelancer_1804,"Battle Royal, Aksi/Petualangan"
freelancer_1805,"Strategi, Aksi/Petualangan"
freelancer_1806,Aksi/Petualangan
freelancer_1807,"FPS, Strategi, Aksi/Petualangan"
freelancer_1808,"Strategi, Aksi/Petualangan, Battle Royal"
freelancer_1809,FPS
freelancer_1810,Battle Royal
freelancer_1811,FPS
freelancer_1812,"MOBA, Aksi/Petualangan, RPG"
freelancer_1813,FPS
freelancer_1814,"Aksi/Petualangan, FPS, RPG"
freelancer_1815,"RPG, Strategi, Aksi/Petualangan"
freelancer_1816,"Aksi/Petualangan, Strategi"
freelancer_1817,"MOBA, FPS, Battle Royal"
freelancer_1818,"Battle Royal, FPS, Aksi/Petualangan"
freelancer_1819,Strategi
freelancer_1820,RPG
freelancer_1821,"MOBA, Battle Royal, Strategi"
freelancer_1822,MOBA
freelancer_1823,RPG
freelancer_1824,"MOBA, Battle Royal, Strategi"
freelancer_1825,"Aksi/Petualangan, Battle Royal, FPS"
freelancer_1826,"Aksi/Petualangan, FPS"
freelancer_1827,"Battle Royal, Strategi"
freelancer_1828,"FPS, Battle Royal"
freelancer_1829,"MOBA, Aksi/Petualangan, RPG"
freelancer_1830,"MOBA, Battle Royal"
freelancer_1831,"Battle Royal, MOBA"
freelancer_1832,"Strategi, Battle Royal, RPG"
freelancer_1833,"Aksi/Petualangan, RPG"
freelancer_1834,Strategi
freelancer_1835,"Strategi, MOBA"
freelancer_1836,Battle Royal
freelancer_1837,"FPS, Battle Royal, MOBA"
freelancer_1838,FPS
freelancer_1839,"Battle Royal, MOBA, FPS"
freelancer_1840,"FPS, RPG"
freelancer_1841,"Aksi/Petualangan, FPS"
freelancer_1842,"Aksi/Petualangan, FPS, Battle Royal"
freelancer_1843,Battle Royal
freelancer_1844,Battle Royal
freelancer_1845,"Strategi, RPG"
freelancer_1846,"MOBA, RPG, Strategi"
freelancer_1847,"FPS, MOBA, Battle Royal"
freelancer_1848,FPS
freelancer_1849,"Aksi/Petualangan, FPS"
freelancer_1850,FPS
freelancer_1851,"MOBA, FPS, Aksi/Petualangan"
freelancer_1852,Strategi
freelancer_1853,"FPS, RPG, Aksi/Petualangan"
freelancer_1854,"Strategi, Aksi/Petualangan, FPS"
freelancer_1855,Battle Royal
freelancer_1856,"Aksi/Petualangan, Strategi"
freelancer_1857,"Aksi/Petualangan, Strategi"
freelancer_1858,Aksi/Petualangan
freelancer_1859,"FPS, Battle Royal, Strategi"
freelancer_1860,"RPG, Battle Royal, Aksi/Petualangan"
freelancer_1861,"Strategi, Battle Royal, FPS"
freelancer_1862,Strategi
freelancer_1863,"Aksi/Petualangan, Strategi"
freelancer_1864,"RPG, Aksi/Petualangan, Battle Royal"
freelancer_1865,FPS
freelancer_1866,"RPG, Strategi"
freelancer_1867,"Aksi/Petualangan, FPS, Battle Royal"
freelancer_1868,"MOBA, Battle Royal, Aksi/Petualangan"
freelancer_1869,"RPG, MOBA"
freelancer_1870,"MOBA, RPG, FPS"
freelancer_1871,"FPS, MOBA"
freelancer_1872,"FPS, Aksi/Petualangan, MOBA"
freelancer_1873,"Battle Royal, RPG"
freelancer_1874,MOBA
freelancer_1875,"Battle Royal, FPS, Aksi/Petualangan"
freelancer_1876,"Battle Royal, FPS, MOBA"
freelancer_1877,Strategi
freelancer_1878,"MOBA, Battle Royal"
freelancer_1879,"Strategi, Aksi/Petualangan"
freelancer_1880,"RPG, Battle Royal, FPS"
freelancer_1881,"Strategi, RPG"
freelancer_1882,FPS
freelancer_1883,"Aksi/Petualangan, RPG, FPS"
freelancer_1884,"MOBA, Battle Royal, FPS"
freelancer_1885,"MOBA, Battle Royal"
freelancer_1886,"Aksi/Petualangan, MOBA"
freelancer_1887,"Strategi, MOBA"
freelancer_1888,Battle Royal
freelancer_1889,RPG
freelancer_1890,Aksi/Petualangan
freelancer_1891,"Battle Royal, Aksi/Petualangan"
freelancer_1892,"FPS, Strategi, Battle Royal"
freelancer_1893,"FPS, MOBA, Strategi"
freelancer_1894,Aksi/Petualangan
freelancer_1895,Battle Royal
freelancer_1896,"Strategi, FPS"
freelancer_1897,"MOBA, Strategi, Battle Royal"
freelancer_1898,Battle Royal
freelancer_1899,"MOBA, Strategi"
freelancer_1900,Aksi/Petualangan
freelancer_1901,MOBA
freelancer_1902,"FPS, RPG"
freelancer_1903,"Strategi, Aksi/Petualangan, RPG"
freelancer_1904,Strategi
freelancer_1905,"FPS, MOBA"
freelancer_1906,FPS
freelancer_1907,"FPS, RPG, MOBA"
freelancer_1908,"Aksi/Petualangan, FPS, MOBA"
freelancer_1909,Strategi
freelancer_1910,"FPS, Strategi, Battle Royal"
freelancer_1911,FPS
freelancer_1912,"FPS, MOBA, Battle Royal"
freelancer_1913,RPG
freelancer_1914,"RPG, Strategi, FPS"
freelancer_1915,"Strategi, RPG"
freelancer_1916,"Battle Royal, FPS"
freelancer_1917,"Battle Royal, Aksi/Petualangan, RPG"
freelancer_1918,"Battle Royal, MOBA, Strategi"
freelancer_1919,MOBA
freelancer_1920,"Aksi/Petualangan, FPS"
freelancer_1921,"Aksi/Petualangan, MOBA"
freelancer_1922,"Aksi/Petualangan, Battle Royal, Strategi"
freelancer_1923,Aksi/Petualangan
freelancer_1924,Aksi/Petualangan
freelancer_1925,RPG
freelancer_1926,"Aksi/Petualangan, Battle Royal, MOBA"
freelancer_1927,"FPS, MOBA"
freelancer_1928,Battle Royal
freelancer_1929,"Battle Royal, Strategi, Aksi/Petualangan"
freelancer_1930,"Battle Royal, RPG"
freelancer_1931,"Battle Royal, Aksi/Petualangan, RPG"
freelancer_1932,RPG
freelancer_1933,Strategi
freelancer_1934,"Battle Royal, MOBA, Strategi"
freelancer_1935,"RPG, Aksi/Petualangan, Strategi"
freelancer_1936,"Aksi/Petualangan, Strategi, RPG"
freelancer_1937,"Battle Royal, RPG, Aksi/Petualangan"
freelancer_1938,RPG
freelancer_1939,MOBA
freelancer_1940,"RPG, FPS, MOBA"
freelancer_1941,MOBA
freelancer_1942,Strategi
freelancer_1943,"Strategi, RPG, Aksi/Petualangan"
freelancer_1944,"Aksi/Petualangan, FPS"
freelancer_1945,"Battle Royal, Strategi"
freelancer_1946,Strategi
freelancer_1947,"RPG, FPS"
freelancer_1948,Aksi/Petualangan
freelancer_1949,RPG
freelancer_1950,"FPS, MOBA"
freelancer_1951,"Strategi, FPS"
freelancer_1952,MOBA
freelancer_1953,RPG
freelancer_1954,Aksi/Petualangan
freelancer_1955,"MOBA, FPS"
freelancer_1956,"Battle Royal, FPS, Aksi/Petualangan"
freelancer_1957,"RPG, Strategi"
freelancer_1958,"MOBA, Battle Royal, FPS"
freelancer_1959,RPG
freelancer_1960,"RPG, FPS"
freelancer_1961,"Battle Royal, RPG"
freelancer_1962,"Strategi, Aksi/Petualangan, FPS"
freelancer_1963,"Strategi, RPG"
freelancer_1964,"FPS, Aksi/Petualangan"
freelancer_1965,"Strategi, RPG"
freelancer_1966,"Strategi, RPG, Aksi/Petualangan"
freelancer_1967,"RPG, Battle Royal, FPS"
freelancer_1968,MOBA
freelancer_1969,"RPG, Aksi/Petualangan"
freelancer_1970,"FPS, MOBA"
freelancer_1971,"FPS, RPG, MOBA"
freelancer_1972,"MOBA, Aksi/Petualangan"
freelancer_1973,"MOBA, Strategi, FPS"
freelancer_1974,"RPG, MOBA"
freelancer_1975,"FPS, Aksi/Petualangan"
freelancer_1976,RPG
freelancer_1977,"Aksi/Petualangan, RPG"
freelancer_1978,RPG
freelancer_1979,"FPS, RPG, Strategi"
freelancer_1980,MOBA
freelancer_1981,MOBA
freelancer_1982,"Battle Royal, RPG"
freelancer_1983,"MOBA, Strategi"
freelancer_1984,MOBA
freelancer_1985,Strategi
freelancer_1986,MOBA
freelancer_1987,RPG
freelancer_1988,"MOBA, RPG"
freelancer_1989,"RPG, Aksi/Petualangan"
freelancer_1990,"Battle Royal, Strategi"
freelancer_1991,"Strategi, MOBA, FPS"
freelancer_1992,"RPG, Strategi, FPS"
freelancer_1993,"Strategi, Aksi/Petualangan, RPG"
freelancer_1994,"Battle Royal, Aksi/Petualangan, Strategi"
freelancer_1995,Battle Royal
freelancer_1996,Strategi
freelancer_1997,Battle Royal
freelancer_1998,Battle Royal
freelancer_1999,Battle Royal
freelancer_2000,"FPS, MOBA, RPG"
freelancer_2001,"RPG, MOBA, Battle Royal"
freelancer_2002,"Strategi, Aksi/Petualangan"
freelancer_2003,"Strategi, Aksi/Petualangan, RPG"
freelancer_2004,"MOBA, FPS"
freelancer_2005,"RPG, FPS, MOBA"
freelancer_2006,Strategi
freelancer_2007,"Aksi/Petualangan, Battle Royal, Strategi"
freelancer_2008,"RPG, Aksi/Petualangan, MOBA"
freelancer_2009,"Battle Royal, MOBA, FPS"
freelancer_2010,"RPG, Aksi/Petualangan"
freelancer_2011,"FPS, Strategi, MOBA"
freelancer_2012,"Battle Royal, Aksi/Petualangan"
freelancer_2013,"Aksi/Petualangan, RPG"
freelancer_2014,"Battle Royal, Strategi"
freelancer_2015,RPG
freelancer_2016,"RPG, FPS"
freelancer_2017,"Battle Royal, Aksi/Petualangan"
freelancer_2018,Battle Royal
freelancer_2019,"MOBA, RPG"
freelancer_2020,"RPG, FPS"
freelancer_2021,Battle Royal
freelancer_2022,"FPS, RPG"
freelancer_2023,"Aksi/Petualangan, RPG"
freelancer_2024,"Strategi, RPG, FPS"
freelancer_2025,"Strategi, Battle Royal"
